#"Freq [GHz]","mag(S(FloquetPort1:1,FloquetPort1:1)) [] - $thetascan='0deg' LSim='4cm'"
0.5,0.999957371608466
0.51,0.999956201735325
0.52,0.99995499841903
0.53,0.99995376094156
0.54,0.999952488559197
0.55,0.999951180501738
0.56,0.999949835971679
0.57,0.999948454143377
0.58,0.999947034162172
0.59,0.99994557514349
0.6,0.999944076171903
0.61,0.999942536300169
0.62,0.99994095454823
0.63,0.999939329902172
0.64,0.999937661313163
0.65,0.999935947696334
0.66,0.999934187929636
0.67,0.999932380852649
0.68,0.999930525265353
0.69,0.999928619926844
0.7,0.99992666355402
0.71,0.999924654820206
0.72,0.999922592353736
0.73,0.999920474736481
0.74,0.999918300502318
0.75,0.999916068135554
0.76,0.999913776069279
0.77,0.999911422683663
0.78,0.999909006304189
0.79,0.999906525199817
0.8,0.99990397758108
0.81,0.999901361598104
0.82,0.999898675338553
0.83,0.999895916825494
0.84,0.999893084015179
0.85,0.999890174794739
0.86,0.999887186979781
0.87,0.999884118311901
0.88,0.999880966456083
0.89,0.999877728998005
0.9,0.999874403441222
0.91,0.99987098720425
0.92,0.999867477617508
0.93,0.999863871920156
0.94,0.999860167256777
0.95,0.999856360673943
0.96,0.999852449116609
0.97,0.999848429424376
0.98,0.999844298327579
0.99,0.999840052443207
1,0.999835688270648
1.01,0.999831202187247
1.02,0.999826590443663
1.03,0.999821849159018
1.04,0.999816974315836
1.05,0.999811961754744
1.06,0.999806807168936
1.07,0.999801506098383
1.08,0.999796053923773
1.09,0.999790445860169
1.1,0.999784676950375
1.11,0.99977874205798
1.12,0.999772635860083
1.13,0.999766352839658
1.14,0.999759887277558
1.15,0.99975323324413
1.16,0.999746384590421
1.17,0.999739334938948
1.18,0.999732077674015
1.19,0.999724605931544
1.2,0.999716912588396
1.21,0.999708990251149
1.22,0.999700831244311
1.23,0.999692427597919
1.24,0.999683771034505
1.25,0.999674852955377
1.26,0.999665664426184
1.27,0.999656196161718
1.28,0.999646438509908
1.29,0.999636381434953
1.3,0.999626014499549
1.31,0.999615326846147
1.32,0.99960430717718
1.33,0.999592943734212
1.34,0.999581224275907
1.35,0.999569136054784
1.36,0.999556665792646
1.37,0.999543799654617
1.38,0.999530523221691
1.39,0.999516821461692
1.4,0.999502678698545
1.41,0.999488078579747
1.42,0.99947300404191
1.43,0.999457437274252
1.44,0.999441359679895
1.45,0.999424751834818
1.46,0.999407593444305
1.47,0.999389863296709
1.48,0.99937153921435
1.49,0.999352598001336
1.5,0.999333015388092
1.51,0.999312765972365
1.52,0.999291823156424
1.53,0.999270159080217
1.54,0.999247744550145
1.55,0.999224548963151
1.56,0.999200540225758
1.57,0.999175684667688
1.58,0.999149946949621
1.59,0.999123289964668
1.6,0.999095674733048
1.61,0.999067060289437
1.62,0.999037403562418
1.63,0.999006659245371
1.64,0.998974779658149
1.65,0.998941714598732
1.66,0.998907411184087
1.67,0.998871813679286
1.68,0.998834863313918
1.69,0.998796498084708
1.7,0.998756652543137
1.71,0.998715257566794
1.72,0.998672240112991
1.73,0.998627522953094
1.74,0.99858102438583
1.75,0.998532657927648
1.76,0.998482331978061
1.77,0.998429949457617
1.78,0.998375407415952
1.79,0.998318596607072
1.8,0.998259401028748
1.81,0.998197697422505
1.82,0.99813335473037
1.83,0.998066233504067
1.84,0.997996185261885
1.85,0.997923051787898
1.86,0.997846664367597
1.87,0.997766842953316
1.88,0.997683395252032
1.89,0.997596115727245
1.9,0.997504784505647
1.91,0.997409166178128
1.92,0.997309008483378
1.93,0.997204040860887
1.94,0.997093972858409
1.95,0.996978492377088
1.96,0.996857263735179
1.97,0.996729925528822
1.98,0.996596088265344
1.99,0.996455331741307
2,0.996307202133569
2.01,0.996151208767212
2.02,0.99598682051901
2.03,0.995813461809099
2.04,0.995630508126548
2.05,0.995437281026404
2.06,0.995233042526266
2.07,0.995016988819372
2.08,0.994788243208098
2.09,0.994545848146469
2.1,0.994288756262181
2.11,0.994015820207265
2.12,0.99372578116119
2.13,0.993417255780098
2.14,0.993088721349995
2.15,0.992738498858829
2.16,0.992364733651017
2.17,0.991965373266201
2.18,0.99153814198947
2.19,0.991080511550192
2.2,0.990589667297129
2.21,0.990062469044285
2.22,0.989495405619012
2.23,0.988884541944171
2.24,0.988225457240141
2.25,0.987513172628615
2.26,0.986742066043071
2.27,0.985905771881335
2.28,0.98499706224855
2.29,0.984007705901794
2.3,0.982928300078219
2.31,0.981748069212003
2.32,0.980454623049254
2.33,0.979033664759748
2.34,0.977468637194737
2.35,0.975740292286284
2.36,0.973826164506932
2.37,0.971699924019844
2.38,0.969330578266222
2.39,0.966681481754277
2.4,0.963709102071287
2.41,0.960361474781762
2.42,0.956576259814007
2.43,0.952278285842814
2.44,0.947376435513886
2.45,0.941759681580444
2.46,0.935292031084119
2.47,0.927806072245346
2.48,0.919094751631291
2.49,0.908900951984824
2.5,0.896904428907051
2.51,0.882705774509301
2.52,0.865807468640669
2.53,0.845593073589019
2.54,0.821307840232552
2.55,0.792048544164653
2.56,0.756779173964109
2.57,0.714405088947933
2.58,0.663965191449225
2.59,0.605042613354527
2.6,0.538547896488131
2.61,0.468073512240112
2.62,0.401903483164231
2.63,0.354589149330192
2.64,0.342791925342688
2.65,0.37113562406847
2.66,0.426779404000421
2.67,0.493039431179147
2.68,0.558892087146486
2.69,0.6189925725633
2.7,0.671458690169399
2.71,0.716186933006189
2.72,0.753865925040912
2.73,0.785453323693624
2.74,0.81192192113991
2.75,0.834151382643752
2.76,0.852893674144949
2.77,0.868772803432484
2.78,0.882298513562711
2.79,0.893884024233926
2.8,0.903863385224847
2.81,0.912506730755741
2.82,0.92003300621026
2.83,0.926620292560539
2.84,0.932414054693922
2.85,0.937533678997507
2.86,0.942077637408656
2.87,0.946127564451795
2.88,0.94975148055177
2.89,0.953006347127225
2.9,0.955940099014303
2.91,0.958593267605499
2.92,0.96100028274047
2.93,0.963190521652645
2.94,0.965189158015957
2.95,0.967017852372332
2.96,0.968695316159168
2.97,0.970237774570058
2.98,0.971659348085934
2.99,0.972972368334501
3,0.974187640688477
3.01,0.975314663480956
3.02,0.976361811734081
3.03,0.97733649173962
3.04,0.978245271600924
3.05,0.979093991872011
3.06,0.979887859654992
3.07,0.980631528898242
3.08,0.981329169141669
3.09,0.981984524555959
3.1,0.982600964799805
3.11,0.983181528957294
3.12,0.983728963604305
3.13,0.9842457558785
3.14,0.984734162284537
3.15,0.985196233848598
3.16,0.98563383813902
3.17,0.986048678589559
3.18,0.986442311494801
3.19,0.986816160991621
3.2,0.987171532293845
3.21,0.987509623408404
3.22,0.987831535528171
3.23,0.988138282269151
3.24,0.988430797896195
3.25,0.988709944661542
3.26,0.988976519363635
3.27,0.989231259219285
3.28,0.989474847129958
3.29,0.989707916412457
3.3,0.989931055055294
3.31,0.99014480955418
3.32,0.990349688373551
3.33,0.990546165075093
3.34,0.990734681149407
3.35,0.990915648582476
3.36,0.991089452184966
3.37,0.991256451709017
3.38,0.991416983774411
3.39,0.991571363623428
3.4,0.991719886721605
3.41,0.991862830219639
3.42,0.992000454290012
3.43,0.992133003350471
3.44,0.99226070718513
3.45,0.9923837819729
3.46,0.992502431231859
3.47,0.992616846687314
3.48,0.992727209070528
3.49,0.992833688854346
3.5,0.992936446931339
3.51,0.993035635239542
3.52,0.993131397340343
3.53,0.993223868952647
3.54,0.993313178447044
3.55,0.993399447303359
3.56,0.993482790534626
3.57,0.993563317080268
3.58,0.993641130170989
3.59,0.993716327667672
3.6,0.99378900237636
3.61,0.9938592423412
3.62,0.99392713111709
3.63,0.993992748023607
3.64,0.994056168381619
3.65,0.994117463733938
3.66,0.994176702051187
3.67,0.994233947923978
3.68,0.994289262742426
3.69,0.994342704863906
3.7,0.994394329769905
3.71,0.994444190212746
3.72,0.994492336352904
3.73,0.994538815887559
3.74,0.994583674170997
3.75,0.994626954327425
3.76,0.994668697356691
3.77,0.9947089422334
3.78,0.994747725999855
3.79,0.994785083853232
3.8,0.994821049227342
3.81,0.994855653869347
3.82,0.994888927911731
3.83,0.994920899939829
3.84,0.994951597055174
3.85,0.994981044934923
3.86,0.995009267887595
3.87,0.995036288905324
3.88,0.995062129712839
3.89,0.995086810813347
3.9,0.995110351531499
3.91,0.995132770053579
3.92,0.995154083465083
3.93,0.995174307785815
3.94,0.995193458002605
3.95,0.995211548099816
3.96,0.995228591087681
3.97,0.995244599028619
3.98,0.995259583061601
3.99,0.995273553424645
4,0.995286519475533
4.01,0.995298489710798
4.02,0.995309471783068
4.03,0.995319472516807
4.04,0.995328497922522
4.05,0.995336553209468
4.06,0.995343642796908
4.07,0.995349770323958
4.08,0.995354938658055
4.09,0.995359149902077
4.1,0.995362405400135
4.11,0.995364705742076
4.12,0.995366050766684
4.13,0.995366439563635
4.14,0.995365870474168
4.15,0.995364341090527
4.16,0.995361848254137
4.17,0.995358388052538
4.18,0.995353955815063
4.19,0.995348546107256
4.2,0.995342152724023
4.21,0.995334768681485
4.22,0.995326386207535
4.23,0.995316996731069
4.24,0.995306590869859
4.25,0.995295158417047
4.26,0.99528268832623
4.27,0.995269168695079
4.28,0.995254586747481
4.29,0.995238928814125
4.3,0.995222180311506
4.31,0.995204325719288
4.32,0.995185348555943
4.33,0.995165231352639
4.34,0.995143955625271
4.35,0.995121501844577
4.36,0.995097849404251
4.37,0.995072976586967
4.38,0.995046860528208
4.39,0.99501947717781
4.4,0.994990801259099
4.41,0.994960806225505
4.42,0.994929464214528
4.43,0.994896745998915
4.44,0.994862620934901
4.45,0.994827056907344
4.46,0.994790020271631
4.47,0.994751475792077
4.48,0.994711386576759
4.49,0.994669714008433
4.5,0.99462641767141
4.51,0.99458145527411
4.52,0.99453478256705
4.53,0.99448635325596
4.54,0.994436118909774
4.55,0.994384028863149
4.56,0.994330030113152
4.57,0.994274067209809
4.58,0.994216082140047
4.59,0.994156014204649
4.6,0.994093799887747
4.61,0.994029372718371
4.62,0.993962663123514
4.63,0.993893598272145
4.64,0.993822101909543
4.65,0.993748094181313
4.66,0.993671491446344
4.67,0.993592206077946
4.68,0.993510146252313
4.69,0.993425215723446
4.7,0.993337313583513
4.71,0.993246334007611
4.72,0.993152165981806
4.73,0.993054693013155
4.74,0.992953792820422
4.75,0.992849337003982
4.76,0.992741190693376
4.77,0.99262921217073
4.78,0.992513252468236
4.79,0.992393154937608
4.8,0.992268754789304
4.81,0.992139878599123
4.82,0.992006343779493
4.83,0.991867958012634
4.84,0.991724518642372
4.85,0.991575812021256
4.86,0.991421612809162
4.87,0.99126168321927
4.88,0.991095772206939
4.89,0.990923614596487
4.9,0.990744930140477
4.91,0.99055942250554
4.92,0.990366778178124
4.93,0.990166665282999
4.94,0.989958732306524
4.95,0.989742606715884
4.96,0.989517893464616
4.97,0.989284173373669
4.98,0.98904100137618
4.99,0.988787904612769
5,0.988524380362839
5.01,0.988249893795658
5.02,0.987963875523285
5.03,0.98766571893533
5.04,0.987354777293277
5.05,0.987030360559549
5.06,0.986691731933573
5.07,0.986338104063852
5.08,0.98596863490138
5.09,0.9855824231555
5.1,0.985178503308583
5.11,0.98475584014054
5.12,0.984313322707995
5.13,0.983849757716001
5.14,0.9833638622122
5.15,0.982854255524211
5.16,0.982319450350645
5.17,0.981757842904189
5.18,0.981167701991494
5.19,0.980547156898895
5.2,0.979894183934829
5.21,0.979206591458906
5.22,0.978482003203488
5.23,0.97771783966565
5.24,0.976911297315027
5.25,0.976059325325484
5.26,0.975158599494855
5.27,0.974205492966066
5.28,0.973196043303594
5.29,0.97212591540987
5.3,0.970990359684945
5.31,0.969784164737582
5.32,0.968501603844129
5.33,0.967136374220048
5.34,0.96568152801418
5.35,0.964129393753248
5.36,0.962471486748569
5.37,0.960698406722187
5.38,0.958799720608287
5.39,0.956763828129001
5.4,0.954577807321318
5.41,0.952227236691571
5.42,0.949695990081946
5.43,0.946965999633559
5.44,0.94401698140452
5.45,0.940826117229471
5.46,0.937367685267847
5.47,0.933612630360964
5.48,0.929528063784513
5.49,0.925076680231716
5.5,0.920216077895391
5.51,0.914897965361123
5.52,0.909067236747807
5.53,0.902660894273746
5.54,0.895606795434448
5.55,0.887822200673387
5.56,0.879212097494038
5.57,0.869667279484555
5.58,0.859062165378193
5.59,0.847252356576046
5.6,0.834071955231386
5.61,0.819330704365028
5.62,0.802811073927781
5.63,0.78426551199604
5.64,0.763414220368024
5.65,0.739944011761681
5.66,0.71350907237473
5.67,0.683734790238916
5.68,0.650226196286455
5.69,0.612582940694158
5.7,0.570422970652124
5.71,0.523417001934702
5.72,0.471335301737558
5.73,0.414107315161136
5.74,0.351894546611964
5.75,0.285183665130067
5.76,0.214947036061093
5.77,0.143161582908883
5.78,0.0762042826964158
5.79,0.0551311106743391
5.8,0.11068360853737
5.81,0.180706250921916
5.82,0.250521134484793
5.83,0.317200741914183
5.84,0.379578103861179
5.85,0.437108855166071
5.86,0.489606803328844
5.87,0.537125835402751
5.88,0.579880320697819
5.89,0.618184120748828
5.9,0.652404080925764
5.91,0.682926190558933
5.92,0.710132442125812
5.93,0.734386173865832
5.94,0.756023738414693
5.95,0.775350627807707
5.96,0.792640565915728
5.97,0.80813645576632
5.98,0.822052392145234
5.99,0.834576204012525
6,0.845872179672331
6.01,0.856083761121544
6.02,0.865336085075907
6.03,0.873738308175886
6.04,0.881385691988136
6.05,0.888361446586247
6.06,0.894738344738804
6.07,0.900580125566948
6.08,0.905942709352762
6.09,0.910875245579335
6.1,0.91542101530444
6.11,0.919618207275436
6.12,0.923500585195291
6.13,0.927098061495017
6.14,0.93043719099614
6.15,0.933541596031471
6.16,0.936432332964183
6.17,0.939128208611064
6.18,0.941646053828304
6.19,0.944000960442432
6.2,0.946206486787515
6.21,0.948274836323685
6.22,0.950217013143637
6.23,0.952042957606687
6.24,0.953761664859313
6.25,0.955381288594055
6.26,0.956909232053934
6.27,0.958352227997659
6.28,0.959716409093389
6.29,0.961007369998997
6.3,0.962230222208634
6.31,0.963389642593957
6.32,0.964489916439464
6.33,0.965534975661625
6.34,0.96652843280772
6.35,0.967473611350166
6.36,0.968373572723557
6.37,0.969231140492867
6.38,0.970048921990636
6.39,0.970829327717689
6.4,0.971574588764353
6.41,0.972286772476936
6.42,0.972967796566253
6.43,0.97361944183082
6.44,0.974243363646375
6.45,0.974841102355191
6.46,0.975414092672698
6.47,0.975963672215336
6.48,0.976491089241235
6.49,0.97699750968503
6.5,0.977484023558743
6.51,0.977951650782643
6.52,0.978401346502913
6.53,0.978834005946672
6.54,0.979250468859399
6.55,0.979651523565015
6.56,0.980037910684577
6.57,0.980410326545716
6.58,0.980769426311643
6.59,0.981115826855611
6.6,0.98145010940397
6.61,0.98177282196877
6.62,0.982084481588631
6.63,0.982385576394818
6.64,0.982676567517853
6.65,0.982957890848357
6.66,0.983229958664694
6.67,0.983493161138618
6.68,0.983747867729189
6.69,0.983994428474231
6.7,0.984233175187742
6.71,0.98446442257087
6.72,0.984688469243487
6.73,0.984905598702594
6.74,0.985116080213426
6.75,0.985320169638438
6.76,0.985518110209025
6.77,0.985710133244316
6.78,0.98589645882114
6.79,0.986077296398712
6.8,0.986252845401521
6.81,0.986423295763421
6.82,0.986588828435784
6.83,0.98674961586233
6.84,0.98690582242296
6.85,0.987057604848856
6.86,0.987205112610799
6.87,0.987348488282626
6.88,0.987487867881482
6.89,0.987623381186466
6.9,0.987755152037166
6.91,0.987883298613336
6.92,0.988007933697065
6.93,0.988129164918499
6.94,0.988247094986227
6.95,0.988361821903301
6.96,0.988473439169792
6.97,0.988582035972758
6.98,0.988687697364342
6.99,0.988790504428809
7,0.988890534439128
7.01,0.988987861003775
7.02,0.989082554204282
7.03,0.989174680724146
7.04,0.98926430396954
7.05,0.989351484182329
7.06,0.9894362785458
7.07,0.989518741283559
7.08,0.989598923751916
7.09,0.98967687452616
7.1,0.989752639481029
7.11,0.989826261865694
7.12,0.989897782373521
7.13,0.989967239206944
7.14,0.990034668137605
7.15,0.990100102562094
7.16,0.990163573553429
7.17,0.990225109908537
7.18,0.990284738191912
7.19,0.990342482775612
7.2,0.990398365875806
7.21,0.99045240758598
7.22,0.990504625907005
7.23,0.99055503677417
7.24,0.990603654081304
7.25,0.99065048970218
7.26,0.99069555350921
7.27,0.990738853389652
7.28,0.990780395259348
7.29,0.99082018307413
7.3,0.990858218838992
7.31,0.990894502615101
7.32,0.990929032524708
7.33,0.990961804754112
7.34,0.990992813554625
7.35,0.991022051241767
7.36,0.991049508192606
7.37,0.991075172841413
7.38,0.991099031673635
7.39,0.991121069218262
7.4,0.991141268038651
7.41,0.991159608721835
7.42,0.991176069866404
7.43,0.991190628068952
7.44,0.991203257909196
7.45,0.991213931933776
7.46,0.991222620638771
7.47,0.991229292451006
7.48,0.991233913708165
7.49,0.991236448637755
7.5,0.991236859334957
7.51,0.991235105739407
7.52,0.99123114561095
7.53,0.991224934504371
7.54,0.991216425743186
7.55,0.99120557039248
7.56,0.991192317230873
7.57,0.991176612721603
7.58,0.991158400982802
7.59,0.991137623756962
7.6,0.991114220379657
7.61,0.991088127747539
7.62,0.991059280285643
7.63,0.991027609914041
7.64,0.990993046013887
7.65,0.990955515392866
7.66,0.990914942250122
7.67,0.990871248140659
7.68,0.990824351939293
7.69,0.990774169804167
7.7,0.990720615139885
7.71,0.990663598560295
7.72,0.990603027850979
7.73,0.990538807931475
7.74,0.990470840817292
7.75,0.990399025581754
7.76,0.99032325831773
7.77,0.990243432099292
7.78,0.990159436943348
7.79,0.990071159771321
7.8,0.989978484370911
7.81,0.989881291357998
7.82,0.989779458138747
7.83,0.989672858871991
7.84,0.989561364431916
7.85,0.989444842371146
7.86,0.989323156884292
7.87,0.989196168771997
7.88,0.989063735405611
7.89,0.988925710692496
7.9,0.988781945042097
7.91,0.988632285332825
7.92,0.988476574879835
7.93,0.988314653403792
7.94,0.988146357000697
7.95,0.987971518112881
7.96,0.987789965501221
7.97,0.987601524218716
7.98,0.987406015585485
7.99,0.987203257165294
8,0.986993062743725
